Country,Indicator,Education level,Statistical unit,Gender,Age,Mobility,Year,Value
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2016,40.972
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2017,39.808
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2018,39.612
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2019,42.754
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2020,42.887
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2005,20.282
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2010,22.742
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2011,23.133
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2012,24.242
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2013,27.419
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2014,27.686
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2015,28.577
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2016,27.031
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2017,26.707
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2018,26.652
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2019,27.523
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2020,27.505
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2005,26.248
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2010,28.889
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2011,29.39
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2012,30.304
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2013,34.413
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2014,34.7
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2015,35.73
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2016,33.818
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2017,33.07
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2018,32.928
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2019,34.808
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2020,34.852
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2005,30.596
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2010,33.068
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2011,33.469
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2012,33.823
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2013,38.543
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2014,38.934
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2015,40.103
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2016,37.769
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2005,18.575
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2010,20.569
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2011,20.761
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2012,21.673
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2013,24.582
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2014,24.763
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2015,25.639
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2016,23.867
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2005,24.459
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2010,26.659
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2011,26.94
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2012,27.659
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2013,31.446
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2014,31.718
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2015,32.712
Canada,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2016,30.64
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2017,9.596
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2019,10.991
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2017,6.915
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2019,7.489
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2017,8.22
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2019,9.168
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2017,7.601
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2019,8.341
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2017,4.687
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2019,4.586
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2017,6.107
Canada,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2019,6.386
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2017,1.013
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2019,1.161
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2017,1.093
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2019,1.126
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2017,1.053
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2019,1.143
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2017,0.659
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2019,0.724
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2017,0.546
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2019,0.559
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2017,0.602
Canada,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2019,0.638
Czech Republic,Graduation rates,Post-secondary non-tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2019,2.162
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2018,1.757
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2019,2.664
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2020,2.517
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2018,1.397
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2019,1.687
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2020,1.967
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2018,1.573
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2019,2.162
Czech Republic,Graduation rates,Post-secondary non-tertiary general education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2020,2.234
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2013,0.386
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2014,0.356
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2015,0.387
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2016,0.366
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2017,0.41
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2018,0.418
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2019,0.438
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2020,0.444
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2013,0.164
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2014,0.168
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2015,0.198
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2016,0.174
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2017,0.195
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2018,0.218
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2019,0.188
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2020,0.23
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2013,0.272
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2014,0.259
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2015,0.291
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2016,0.268
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2017,0.3
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2018,0.315
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2019,0.31
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2020,0.334
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2013,0.372
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2014,0.346
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2015,0.371
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2016,0.357
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2017,0.389
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2018,0.404
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2019,0.413
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2020,0.422
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2013,0.158
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2014,0.162
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2015,0.183
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2016,0.169
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2017,0.184
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2018,0.211
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2019,0.178
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2020,0.212
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2013,0.262
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2014,0.252
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2015,0.275
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2016,0.261
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2017,0.284
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2018,0.305
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2019,0.292
Czech Republic,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2020,0.314
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2013,42.692
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2014,40.768
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2015,39.561
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2016,39.02
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2017,36.58
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2018,36.482
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2019,36.75
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2020,38.032
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2013,24.586
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2014,24.266
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2015,22.661
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2016,21.966
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2017,21.009
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2018,21.041
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2019,20.816
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2020,22.201
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2013,33.462
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2014,32.339
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2015,30.909
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2016,30.292
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2017,28.617
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2018,28.577
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2019,28.575
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2020,29.893
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2013,39.509
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2014,37.646
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2015,36.369
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2016,35.465
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2017,32.841
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2018,32.276
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2019,32.367
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2020,33.766
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2013,22.355
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2014,21.789
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2015,20.46
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2016,19.559
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2017,18.53
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2018,18.145
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2019,17.845
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2020,19.303
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2013,30.765
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2014,29.547
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2015,28.224
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2016,27.325
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2017,25.523
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2018,25.041
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2019,24.916
Czech Republic,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2020,26.331
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2013,33.02
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2014,33.183
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2015,32.582
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2016,33.352
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2017,31.854
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2018,32.08
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2019,34.892
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2020,35.71
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2013,22.083
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2014,22.464
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2015,22.551
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2016,22.335
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2017,21.476
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2018,21.453
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2019,22.844
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2020,22.834
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2013,27.441
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2014,27.703
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2015,27.446
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2016,27.717
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2017,26.55
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2018,26.641
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2019,28.714
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2020,29.086
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2013,28.849
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2014,28.69
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2015,28.041
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2016,28.247
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2017,26.158
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2018,26.155
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2019,28.321
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2020,28.929
