Marital_status,App_order,Course,Attendance,Prev_education,Nationality,Mother_education,Father_education,Ed_special,Debtor,Tuition_due,Gender,Scholarship,Age_enrolled,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (grade),Target
Single,3,Informatics Engineering,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,yes,No,Male,No,18,no,0,5,12.0,0,5,10.333333333333334,Enrolled
Single,1,Nursing,Daytime,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,24,no,0,7,12.666666666666666,0,7,12.666666666666666,Graduate
Married,1,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,Yes,23,no,0,5,11.8,0,5,13.25,Graduate
Single,1,Management(evening attendance),Evening,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Male,No,39,no,0,5,10.6,0,5,14.666666666666666,Dropout
Single,1,Agronomy,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Male,No,21,no,5,11,11.9,3,9,12.25,Graduate
Single,1,Informatics Engineering,Daytime,some college,Portuguese,Completed Middle School,No Schooling,no educational special needs,no,Yes,Male,No,34,no,4,6,11.25,1,5,10.5,Dropout
Married,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,Yes,41,no,0,5,11.0,0,5,11.4,Enrolled
Single,1,Journalism and Communication,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Male,No,18,no,0,6,12.0,0,6,12.5,Graduate
Married,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,34,no,0,5,11.75,0,5,10.833333333333334,Enrolled
Single,1,Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,19,no,0,5,10.0,0,5,16.0,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,8,13.714285714285714,0,8,13.714285714285714,Graduate
Single,1,Agronomy,Daytime,master,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,28,no,0,6,14.875,0,6,15.8,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,18,no,0,6,10.8,0,6,0.0,Dropout
Single,1,Social Service,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,19,no,0,6,12.0,0,6,10.0,Dropout
Single,2,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Male,No,19,no,0,6,12.5,0,6,13.5,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,No,18,no,0,7,14.728571428571428,0,8,16.327272727272728,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,18,no,0,6,12.0,0,6,14.8,Graduate
Single,1,Journalism and Communication,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,No,18,no,0,6,11.428571428571429,0,6,11.0,Dropout
Single,2,Social Service,Daytime,other professional course,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,3,6,14.166666666666666,2,6,13.5,Graduate
Married,1,Social Service,Daytime,degree,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,31,no,1,6,12.5,0,6,14.6,Graduate
Single,1,Social Service,Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,33,no,0,6,14.166666666666666,0,6,14.333333333333334,Graduate
Single,3,Nursing,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Female,Yes,20,no,0,7,14.46,0,7,13.55,Enrolled
Single,1,Veterinary Nursing,Daytime,other professional course,Spanish,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,22,yes,0,6,12.8,0,6,11.5,Enrolled
Single,1,Tourism,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,0,6,12.666666666666666,0,6,13.4,Graduate
Single,3,Communication Design,Daytime,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Female,No,18,no,0,6,12.5,0,6,13.0,Dropout
Single,3,Communication Design,Daytime,high school,Portuguese,Other Professional Course,High School,educational special needs,no,Yes,Female,No,18,no,0,6,0.0,0,6,0.0,Dropout
Single,5,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Female,No,18,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Degree,Master,no educational special needs,no,Yes,Female,No,18,no,0,0,0.0,0,0,0.0,Graduate
Single,2,Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,5,11.2,0,5,11.0,Graduate
Single,2,Social Service,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,No,18,no,0,6,16.5,0,6,17.428571428571427,Dropout
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,5,13.666666666666666,0,5,12.0,Graduate
Single,6,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,8,15.228571428571428,0,8,15.228571428571428,Graduate
Single,1,Social Service,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,21,no,5,9,12.77777777777778,4,9,13.22222222222222,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,8,14.428571428571429,0,8,14.428571428571429,Graduate
Single,3,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,13.875,0,6,13.714285714285714,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,7,13.128,0,8,13.193333333333332,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,20,no,0,7,11.605,0,8,12.4125,Graduate
Single,1,Management,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,5,14.6,0,5,12.0,Graduate
Single,2,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,18,no,0,6,0.0,0,6,0.0,Dropout
Single,2,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,20,no,0,5,11.8,0,5,11.6,Graduate
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,0,6,12.333333333333334,0,6,12.333333333333334,Graduate
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,yes,Yes,Female,Yes,19,no,0,5,11.0,0,5,0.0,Dropout
Single,1,Communication Design,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Female,Yes,19,no,5,11,13.181818181818182,5,11,12.909090909090908,Graduate
Single,4,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,educational special needs,yes,No,Female,Yes,18,no,0,6,11.0,0,6,0.0,Dropout
Single,3,Journalism and Communication,Daytime,high school,Portuguese,High School,High School,no educational special needs,yes,Yes,Female,Yes,19,no,0,6,11.833333333333334,0,6,12.285714285714286,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,20,no,0,8,12.98125,0,8,12.98125,Graduate
Single,1,Management,Daytime,other professional course,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,21,no,4,7,11.333333333333334,1,5,11.2,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,No Schooling,Degree,no educational special needs,no,Yes,Female,No,21,no,0,8,11.68,0,8,11.68,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,20,no,0,6,14.5,0,6,13.5,Graduate
Single,2,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,7,13.142857142857142,0,7,12.857142857142858,Graduate
Single,3,Veterinary Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,No,Female,No,21,no,0,5,11.5,0,5,10.5,Dropout
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Some Schooling,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,5,14.2,0,5,11.8,Graduate
Single,5,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,6,11.666666666666666,0,6,12.2,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,7,13.175,0,8,14.875,Graduate
Single,4,Nursing,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,19,no,0,8,13.314285714285717,0,8,13.314285714285717,Graduate
Single,2,Management,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,18,no,0,5,10.6,0,5,10.5,Graduate
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,6,12.0,0,6,10.75,Enrolled
Single,1,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,13.428571428571429,0,6,14.142857142857142,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,5,13.25,0,5,15.571428571428571,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,6,13.0,0,6,0.0,Dropout
Single,3,Communication Design,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,6,14.333333333333334,0,6,14.0,Enrolled
Single,1,Social Service,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Social Service,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,No,18,no,0,6,14.0,0,6,13.166666666666666,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,20,no,1,2,12.0,1,6,12.833333333333334,Graduate
Single,1,Basic Education,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Female,No,18,no,0,6,12.333333333333334,0,6,10.6,Enrolled
Single,4,Communication Design,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,6,11.8,0,6,10.4,Graduate
Single,6,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,20,no,0,8,12.791428571428572,0,8,12.791428571428572,Graduate
Divorced,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,40,no,4,8,11.625,3,7,11.2,Graduate
Single,6,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,7,11.994444444444444,0,8,12.43142857142857,Graduate
Single,5,Tourism,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,0,6,11.6,0,6,12.2,Graduate
Single,1,Management(evening attendance),Evening,degree,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,24,no,0,5,0.0,0,5,0.0,Dropout
Single,3,Journalism and Communication,Daytime,high school,Portuguese,Degree,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,6,13.166666666666666,0,6,13.166666666666666,Dropout
Single,6,Nursing,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Female,No,19,no,0,8,14.1,0,8,14.1,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,20,no,0,7,12.396666666666668,0,8,12.94285714285714,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,7,15.014285714285714,0,8,16.0875,Graduate
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,0,0.0,0,0,0.0,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,7,14.05,0,8,15.1,Graduate
Single,3,Nursing,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,18,no,0,7,14.85,0,8,15.2,Dropout
Single,1,Veterinary Nursing,Daytime,other professional course,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,19,no,0,6,13.0,0,6,13.0,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,7,14.7875,0,8,15.8625,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.7,0,8,14.671428571428574,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,7,12.495714285714286,0,8,12.242857142857144,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,7,14.566666666666668,0,7,14.566666666666668,Graduate
Single,1,Advertising and Marketing Management,Daytime,did not complete high school,Portuguese,High School,Completed Middle School,no educational special needs,yes,No,Female,No,25,no,0,5,11.2,0,5,11.25,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,0,8,12.685714285714283,0,8,12.685714285714283,Graduate
Single,1,Social Service,Daytime,other professional course,Portuguese,High School,Completed Middle School,no educational special needs,yes,No,Female,No,23,no,5,9,13.571428571428571,4,9,13.25,Dropout
Single,1,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Social Service,Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,27,no,0,6,11.0,0,6,11.166666666666666,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,18,no,0,8,14.445,0,8,14.445,Graduate
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,yes,Yes,Female,No,18,no,0,6,13.6,0,6,11.75,Enrolled
Single,1,Social Service,Evening,degree,Portuguese,Other Professional Course,High School,no educational special needs,yes,No,Female,No,23,no,7,12,14.0,4,10,14.625,Dropout
Single,6,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.416666666666666,0,7,13.416666666666666,Graduate
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,5,12.333333333333334,0,5,11.4,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,0,7,13.1,0,8,14.8125,Graduate
Single,2,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,6,13.2,0,6,12.8,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,19,no,0,8,14.75,0,8,14.75,Graduate
Single,1,Social Service,Daytime,other professional course,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,3,6,13.142857142857142,2,6,14.333333333333334,Graduate
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,6,12.5,0,6,12.5,Enrolled
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,18,no,0,5,13.75,0,5,14.857142857142858,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,12.4,0,6,13.0,Graduate
Single,2,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,6,13.333333333333334,0,6,12.0,Graduate
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Female,No,28,no,11,11,11.727272727272728,8,8,12.0,Dropout
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,6,12.5,0,6,14.0,Dropout
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Degree,High School,no educational special needs,yes,Yes,Female,No,20,no,0,0,0.0,0,0,0.0,Dropout
Single,2,Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.533333333333331,0,8,13.614285714285714,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,High School,Completed Middle School,educational special needs,no,Yes,Female,Yes,20,no,0,6,13.166666666666666,0,6,12.666666666666666,Graduate
Single,2,Tourism,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,6,13.2,0,6,11.0,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,Doctorate,High School,no educational special needs,no,Yes,Female,No,21,no,0,6,12.2,0,6,12.6,Enrolled
Single,1,Basic Education,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.428571428571429,0,7,14.857142857142858,Graduate
Single,2,Communication Design,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,18,no,1,6,12.714285714285714,0,6,12.625,Graduate
Single,2,Equiniculture,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Female,No,19,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Completed Middle School,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,6,13.666666666666666,0,6,13.666666666666666,Graduate
Single,1,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Female,No,20,no,0,6,11.0,0,6,13.166666666666666,Graduate
Single,2,Basic Education,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,18,no,0,7,11.4,0,7,13.333333333333334,Enrolled
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,0,0.0,0,0,0.0,Enrolled
Single,1,Equiniculture,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,18,no,0,5,12.0,0,5,12.0,Graduate
Single,3,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,6,0.0,0,6,0.0,Dropout
Single,3,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,11.0,0,6,11.666666666666666,Graduate
Single,4,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,0,6,12.0,0,6,11.571428571428571,Dropout
Single,3,Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.308571428571428,0,8,12.55,Graduate
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Female,No,21,no,0,6,13.666666666666666,0,6,10.666666666666666,Dropout
Single,1,Advertising and Marketing Management,Daytime,degree,Portuguese,Completed Middle School,Degree,no educational special needs,yes,No,Female,No,20,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,12.2,0,6,11.25,Graduate
Single,1,Journalism and Communication,Daytime,high school,Portuguese,High School,Master,no educational special needs,no,Yes,Female,Yes,20,no,0,6,12.666666666666666,0,6,12.833333333333334,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,8,14.07125,0,8,14.07125,Graduate
Single,1,Veterinary Nursing,Daytime,some college,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,22,no,0,5,14.25,0,5,13.2,Dropout
Single,1,Equiniculture,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,No,Female,No,22,no,0,6,0.0,0,2,0.0,Dropout
Single,2,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,12.0,0,6,10.25,Enrolled
Single,1,Management,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,No,21,no,3,10,11.166666666666666,4,10,10.571428571428571,Enrolled
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,0,6,13.0,0,6,11.6,Graduate
Single,4,Animation and Multimedia Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,0,0.0,0,0,0.0,Dropout
Single,2,Nursing,Daytime,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Female,Yes,20,no,0,8,14.901428571428571,0,8,14.901428571428571,Dropout
Single,3,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Female,Yes,18,no,0,7,12.65,0,8,12.445555555555554,Graduate
Single,1,Management(evening attendance),Evening,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Female,No,22,no,7,12,11.0,5,5,10.6,Dropout
Single,4,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,No Schooling,no educational special needs,no,Yes,Female,No,20,no,0,5,12.4,0,5,12.666666666666666,Graduate
Single,1,Agronomy,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,6,12.0,0,6,12.666666666666666,Graduate
Single,5,Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,7,12.135714285714286,0,8,13.328571428571427,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,20,no,0,7,12.62,0,7,12.5,Enrolled
Single,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,25,no,0,5,10.666666666666666,0,5,11.333333333333334,Enrolled
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.766666666666666,0,8,14.051428571428572,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,8,13.11625,0,8,13.11625,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,Degree,Some Schooling,no educational special needs,no,No,Female,No,19,no,0,5,0.0,0,6,0.0,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,0,7,12.7,0,8,13.571428571428571,Graduate
Single,2,Oral Hygiene,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,25,no,0,7,11.857142857142858,0,8,11.7,Enrolled
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,20,no,0,7,12.333333333333334,0,7,12.333333333333334,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,24,no,0,6,15.75,0,6,16.4,Enrolled
Single,3,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,20,no,0,5,13.333333333333334,0,5,13.2,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,21,no,4,7,14.355555555555554,5,8,13.49375,Graduate
Single,1,Agronomy,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Female,Yes,19,no,0,6,13.0,0,6,13.0,Graduate
Single,1,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,6,12.833333333333334,0,6,13.5,Graduate
Single,2,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,21,no,0,5,13.2,0,5,13.0,Graduate
Single,1,Nursing,Daytime,degree,Portuguese,Degree,Some Schooling,no educational special needs,no,Yes,Female,No,28,no,0,7,17.005555555555556,1,8,16.582222222222224,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Female,Yes,19,no,0,6,10.6,0,6,11.0,Graduate
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,5,14.0,0,5,13.6,Graduate
Facto Union,5,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,8,12.114285714285714,0,8,12.114285714285714,Graduate
Single,3,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,8,13.05875,0,8,13.05875,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,No,22,no,4,8,13.285714285714286,4,8,13.285714285714286,Graduate
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,5,11.0,0,5,10.666666666666666,Enrolled
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,18,no,0,7,14.071428571428571,0,8,15.1625,Graduate
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Female,No,20,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Animation and Multimedia Design,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Female,No,26,no,4,9,11.25,3,10,11.0,Dropout
Single,3,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,6,14.0,0,6,13.625,Graduate
